226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
-0.39399353,-0.8086649,-0.06179769,-0.26716635,-0.24962464,-0.2529664,-0.26102942,-0.28145573,-0.49479887
-0.10374828,-0.6399586,-0.31640932,-0.21890073,-0.2101302,-0.2540791,-0.17586973,-0.19631344,0.22256534
-0.2729324,-0.73673546,0.01526288,-0.0026311255,0.0099695055,0.0005341246,0.024786865,0.008790799,0.83496946
0.24672891,-0.3210192,-0.028304284,0.025000462,0.021539286,0.024955954,0.017576246,0.02874081,0.2856978
-0.3205551,-0.77297986,0.076495476,-0.11526902,-0.090611875,-0.06631944,-0.07245788,-0.114538684,-0.11706008
0.4231508,-0.09273354,0.029058376,0.09939046,0.09787501,-0.0009804886,0.10554918,0.10862384,0.453523
0.20430194,-0.36423773,0.16089347,0.15766911,0.15421721,0.15677087,0.14244057,0.14393564,-0.12351374
0.40819553,-0.11590271,0.28587598,0.25842962,0.26272914,0.25800598,0.28220198,0.27174214,0.6863842
0.17421095,-0.38536704,0.00446512,0.06151152,0.07388693,0.036734972,0.08938372,0.088019304,0.93408453
-0.0851444,-0.6275588,-0.39571163,-0.23013864,-0.2231966,-0.19818383,-0.16762465,-0.18106641,0.22611637
0.15042272,-0.41659528,-0.23277119,-0.25697067,-0.22198182,-0.20078927,-0.16246317,-0.22155121,-0.6206044
0.15923525,-0.41154793,0.16587278,0.10733376,0.123105,0.12984306,0.12713726,0.10621354,0.37494746
0.442933,-0.0687534,0.044305433,0.120883256,0.12615156,0.046583224,0.12194815,0.13202383,0.750656
0.36470187,-0.1676425,-0.053380203,-0.046480462,-0.0658674,-0.05542387,-0.10361152,-0.06282209,-0.6613121
0.4870788,-0.02549017,0.06354162,0.16689782,0.1807378,0.072516486,0.18889336,0.18471693,0.8609496
-0.34051442,-0.7943007,-0.32786843,-0.40599945,-0.40712243,-0.43670344,-0.42853627,-0.4151433,-0.67334735
0.021826869,-0.5312143,-0.22287227,-0.1843978,-0.18697827,-0.205169,-0.15996633,-0.16347755,-0.04680278
0.19083028,-0.38630295,0.25640026,0.18083,0.1893983,0.22160657,0.17639811,0.1663106,0.032925267
-0.20926677,-0.7142173,0.10149401,0.046543233,0.04381373,0.04911806,0.03989644,0.03602677,0.23881432
0.53598654,0.08961206,0.31014624,0.22595505,0.23447043,0.30207002,0.2538098,0.23320991,-0.08595811
0.089273065,-0.4781255,0.014589215,0.035591662,0.025988799,0.044639323,0.04745273,0.06284058,0.7988143
0.34523505,-0.2031449,0.107028835,0.118506804,0.13627066,0.17714085,0.14988005,0.12799571,0.5946347
0.40838727,-0.12856229,-0.06734977,-0.05183942,-0.05892979,-0.018551638,-0.05746705,-0.045625094,-0.68261135
0.16579197,-0.40498868,0.13059255,0.019397613,0.028596688,0.14940484,0.0280638,0.018210685,-0.36430988
-0.22631511,-0.7258008,0.0291989,-0.044940732,-0.049520507,-0.033189673,-0.044544194,-0.04414078,0.13935918
0.22346196,-0.35468817,0.11095516,0.098362476,0.09868076,0.06433498,0.0877619,0.0985033,0.59342647
0.3289619,-0.22158276,-0.21453331,-0.21543254,-0.22408998,-0.21083575,-0.25489327,-0.22250405,-0.83949137
-0.3368327,-0.78175145,-0.39030588,-0.45870554,-0.45756194,-0.47429773,-0.46012285,-0.4542099,-0.6065177
0.21643576,-0.35042503,-0.24760404,-0.2544773,-0.25047484,-0.24113943,-0.257694,-0.24784808,-0.6108959
0.32700163,-0.22223908,-0.03200148,0.046112955,0.042269375,0.05311578,0.047969572,0.060164656,0.33618158
0.4984122,0.031988833,0.11007237,0.20090766,0.19679102,0.08162034,0.18335576,0.19757241,0.48890078
0.28263035,-0.2668543,-0.13000625,-0.0334248,-0.02205261,0.040027358,-0.03182826,-0.024454292,0.2692021
-0.12646726,-0.6464242,0.16022195,-0.0014273226,-0.0036410925,0.069661215,-0.0017671061,-0.010358563,-0.3876448
0.12348624,-0.4155976,-0.3124835,-0.3242266,-0.33018517,-0.29902261,-0.34003648,-0.31243068,-0.49757338
0.38250548,-0.16270395,-0.104778014,-0.09044399,-0.107219376,-0.080846764,-0.11819213,-0.08870816,-0.8402766
0.16825123,-0.4135075,-0.068719104,-0.022999741,-0.027616248,0.0034636196,0.015918555,0.0062231505,0.09873
0.40717828,-0.10304499,-0.12046647,-0.11817308,-0.11049041,-0.09013457,-0.13102984,-0.11979857,-0.88142633
0.36668837,-0.16461882,-0.16080317,-0.14350908,-0.14941454,-0.12756154,-0.18281664,-0.15337995,-0.81024474
0.12865485,-0.45365882,0.16542843,0.093274325,0.094161615,0.1633913,0.07550466,0.07503238,-0.36187533
0.9899474,0.9868331,0.8236031,0.8363285,0.8410251,0.8474784,0.8468005,0.8399593,-0.18846028
0.28143403,-0.27273414,0.27771118,0.30019173,0.28824037,0.29573035,0.31492698,0.30869693,0.4680503
-0.31148735,-0.7659093,-0.080559395,-0.030383624,-0.023904078,-0.04907236,-0.009957561,-0.01565938,0.84592354
-0.29047227,-0.75820154,0.02165701,0.027048914,0.021606755,0.03287652,0.029421603,0.032423783,0.7993624
0.4792043,-0.004395352,0.14337932,0.21129066,0.2062536,0.0963561,0.22897454,0.22863948,0.54569906
0.31118703,-0.2355677,0.09173082,0.07998724,0.06757313,0.1398746,0.034774333,0.060916003,-0.34468558
0.47303864,-0.011030674,0.17770515,0.21338618,0.21145716,0.14834373,0.21687306,0.21909617,0.51434165
0.26972088,-0.29067266,-0.16468632,-0.077867866,-0.08388327,-0.07198678,-0.09772416,-0.075814,-0.24453199
0.4700646,-0.039581217,0.026705986,0.12891808,0.13477597,0.024351215,0.11530602,0.12593804,0.23971044
-0.20190072,-0.69272393,-0.062781185,-0.15131184,-0.15044133,-0.17042398,-0.12802358,-0.14475872,-0.15753663
0.048782356,-0.5063179,-0.03567449,0.0444356,0.062610716,0.0029818998,0.10223411,0.08748076,0.96596706
-0.21449694,-0.7123331,0.112654954,0.034769565,0.03913721,0.13659671,0.019397954,0.017350664,0.04664048
0.46266428,-0.025619948,0.13507915,0.18580654,0.18041095,0.14839739,0.18947329,0.19992748,0.6720841
0.15441988,-0.43345022,-0.081841014,-0.027218722,-0.033852015,0.025473082,-0.014499985,-0.0065720556,0.17220606
0.3345584,-0.22164994,-0.21815108,-0.23117125,-0.22829592,-0.22163573,-0.26948485,-0.24463335,-0.8581096
0.40406293,-0.1364764,0.30648762,0.3105696,0.29925585,0.32647967,0.295498,0.30427805,0.12342842
-0.32032365,-0.7661983,0.09102796,-0.055775005,-0.045657933,-0.026112512,-0.03346588,-0.061174918,-0.17884174
-0.7488897,-0.9495229,-0.2846296,-0.2692473,-0.23252265,-0.20068802,-0.2077221,-0.25889534,0.40710744
0.16484274,-0.39312246,0.19943339,0.11415252,0.108360015,0.20003998,0.07407531,0.08707999,-0.15693799
-0.43954733,-0.8454707,-0.12444375,-0.064350784,-0.06026313,-0.06130313,-0.054497786,-0.06573498,0.5044469
0.22172244,-0.3507367,0.31691504,0.2595392,0.26419058,0.29542553,0.27132252,0.25704738,0.48747435
0.28806537,-0.27230605,-0.016442379,0.070048906,0.07270179,0.07778134,0.09290588,0.09170421,0.8075968
0.07787208,-0.4899877,-0.22910215,-0.22470284,-0.22697034,-0.23530594,-0.21081468,-0.20779108,-0.34792954
0.5537952,0.10751836,0.023315765,0.1471078,0.14884761,0.101123065,0.15422776,0.16420221,0.525011
-0.11064157,-0.6449466,-0.0009369903,-0.10884657,-0.11086011,-0.073962376,-0.06926188,-0.089444965,-0.12969121
-0.041157823,-0.5949954,0.16104355,0.032205187,0.045217194,0.13990012,0.04655367,0.0256258,-0.28481615
-0.7030984,-0.9340138,-0.18266888,-0.19127038,-0.18449616,-0.16681778,-0.1709916,-0.18842724,0.5009282
0.3520869,-0.1939461,-0.13154174,-0.16414587,-0.17524847,-0.15641603,-0.20192854,-0.17009564,-0.8579114
-0.26296628,-0.7417516,-0.13343555,-0.2160163,-0.21838057,-0.24515215,-0.19809982,-0.20534514,-0.09928252
0.05085631,-0.50435734,-0.046192873,-0.08912265,-0.0958256,-0.045548853,-0.062132955,-0.06759821,0.07843924
0.34492758,-0.2447636,-0.01251422,0.061103158,0.05414473,-0.052547455,0.048424233,0.06425719,0.27671358
0.063283935,-0.5034868,0.2588426,0.092012554,0.10173367,0.21623814,0.10247434,0.082931295,-0.26389128
-0.34277362,-0.7989973,0.036709286,-0.10667345,-0.1005351,-0.09145782,-0.11976357,-0.12793143,-0.37539697
0.38853657,-0.14277638,0.0357757,0.091121845,0.086872816,0.015806839,0.08438169,0.098254435,0.46953192
0.5227449,0.06507241,0.06838552,0.14848027,0.15046845,0.07743126,0.15086053,0.15652497,0.5327167
0.5864763,0.16558196,0.09718188,0.19889413,0.20222026,0.0824898,0.22207534,0.21839093,0.639726
-0.38493976,-0.812799,-0.011064851,-0.17701246,-0.14274961,-0.12968637,-0.13419932,-0.17933576,-0.2869461
-0.036790434,-0.58583295,-0.083153866,-0.14920998,-0.14440168,-0.14521553,-0.10130082,-0.12567694,-0.052321948
0.23353726,-0.33768728,0.003466812,0.021168858,0.019063653,-0.051324032,0.020943811,0.021992832,0.19777913
0.22582461,-0.3274505,0.21713081,0.13229121,0.14086948,0.22736064,0.12997663,0.119181395,-0.09360244
0.14529778,-0.40470836,-0.12540865,-0.07920859,-0.07414627,0.0018542462,0.017664596,-0.018947233,0.15019053
0.18638179,-0.43126085,0.09930986,0.13785382,0.13572153,0.14392878,0.13243914,0.13695419,0.18934156
0.2743567,-0.26625136,0.21386628,0.20668216,0.19733542,0.16687113,0.21070513,0.21289718,0.40081456
0.22897215,-0.3200203,-0.10220177,-0.034033816,-0.03518096,-0.034658127,-0.036847632,-0.025740745,0.23145626
0.45607692,-0.042557165,-0.09249473,-0.062200148,-0.06968127,-0.023645388,-0.08148828,-0.058608294,-0.86710864
0.50252694,0.005957846,0.06695299,0.15164676,0.16580534,0.0967412,0.17226578,0.16955332,0.61769915
-0.4232357,-0.82721007,-0.017574659,-0.20370787,-0.19767392,-0.19909705,-0.20468555,-0.2203203,-0.51600707
-0.5656314,-0.8904554,-0.10321248,-0.24496588,-0.20548391,-0.19029091,-0.17151622,-0.23563626,-0.24335743
0.3965687,-0.13865945,-0.0473749,0.029480707,0.028133962,-0.0038456952,0.022637505,0.03604396,0.2777902
0.13766651,-0.43325642,-0.018605497,-0.0054710447,-0.0054508564,-0.012529526,0.0009700255,-0.00043194785,0.12000662
0.34938225,-0.18917435,0.15303215,0.11873749,0.1163906,0.18429026,0.091372415,0.10257224,-0.32531983
0.36568084,-0.18710056,0.02095238,0.08824236,0.102898866,0.016176138,0.10559719,0.09944732,0.7957966
